Location,Rainfall (mm),Depth_to_Water_Level (m),Seasonal_Fluctuation (m),Soil_Type,Rock_Type,Aquifer_Type,Required_Bore_Depth (m)
Rangareddy,1071.35,9.38,1.73,Loamy,Schist,Unconfined,12.63
Mahabubnagar,1236.28,9.23,2.45,Black Cotton,Granite,Semi-confined,14.06
Warangal,1822.22,6.76,3.4,Red Sandy,Quartzite,Unconfined,12.08
Nalgonda,938.13,7.96,2.45,Red Sandy,Quartzite,Semi-confined,11.91
Karimnagar,1211.6,6.72,2.54,Laterite,Quartzite,Unconfined,10.67
Warangal,1779.65,6.65,3.58,Loamy,Basalt,Confined,11.83
Rangareddy,1099.2,6.89,2.47,Black Cotton,Quartzite,Unconfined,11.81
Nizamabad,1097.71,9.22,4.17,Black Cotton,Schist,Semi-confined,15.53
Rangareddy,1153.96,6.92,2.47,Black Cotton,Basalt,Unconfined,10.73
Khammam,1606.82,6.5,4.6,Red Sandy,Basalt,Semi-confined,12.52
Mahabubnagar,1193.27,7.31,2.65,Laterite,Quartzite,Semi-confined,11.45
Adilabad,1090.84,3.95,3.41,Loamy,Schist,Confined,8.4
Hyderabad,1208.21,8.91,4.79,Red Sandy,Granite,Unconfined,15.59
Hyderabad,1166.59,9.28,1.8,Laterite,Quartzite,Confined,13.79
Karimnagar,1268.04,8.37,1.89,Red Sandy,Granite,Unconfined,12.95
Medak,1197.93,17.15,4.94,Laterite,Quartzite,Semi-confined,23.88
Mahabubnagar,1202.7,7.33,2.02,Black Cotton,Granite,Unconfined,11.84
Khammam,1577.52,8.16,4.28,Red Sandy,Quartzite,Semi-confined,13.91
Nizamabad,1135.81,9.13,3.42,Laterite,Quartzite,Unconfined,14.23
Karimnagar,1269.97,7.26,3.5,Red Sandy,Granite,Semi-confined,12.83
Mahabubnagar,1239.53,8.54,1.76,Laterite,Quartzite,Unconfined,13.28
Nizamabad,1095.71,6.74,4.69,Laterite,Basalt,Semi-confined,12.62
Hyderabad,1213.19,7.83,1.64,Loamy,Basalt,Confined,12.15
Khammam,1641.25,8.55,1.76,Laterite,Granite,Confined,12.15
Warangal,1770.67,6.47,2.7,Laterite,Granite,Unconfined,10.82
Karimnagar,1206.16,8.45,3.87,Laterite,Basalt,Confined,13.95
Warangal,1822.33,8.32,4.69,Loamy,Granite,Confined,14.91
Medak,1171.4,14.66,2.49,Loamy,Granite,Unconfined,20.01
Nizamabad,1082.32,8.56,3.47,Black Cotton,Granite,Confined,14.46
Nalgonda,960.54,8.84,4.3,Laterite,Granite,Semi-confined,14.93
Nizamabad,1073.97,6.76,3.11,Black Cotton,Granite,Unconfined,12.34
Warangal,1797.85,7.33,2.36,Laterite,Schist,Semi-confined,11.42
Adilabad,1058.53,3.39,2.03,Black Cotton,Quartzite,Unconfined,7.46
Khammam,1600.16,7.2,2.24,Loamy,Schist,Confined,12.14
Warangal,1768.01,8.21,2.31,Black Cotton,Quartzite,Unconfined,12.63
Warangal,1816.74,8.38,1.63,Black Cotton,Granite,Semi-confined,11.83
Khammam,1642.35,6.47,2.46,Black Cotton,Quartzite,Unconfined,10.92
Nalgonda,1003.63,6.64,4.79,Loamy,Granite,Unconfined,12.86
Warangal,1792.48,8.87,2.23,Loamy,Schist,Unconfined,12.15
Adilabad,1074.46,3.05,2.69,Black Cotton,Basalt,Semi-confined,7.74
Medak,1240.7,16.65,4.81,Black Cotton,Basalt,Semi-confined,24.06
Adilabad,1118.46,5.25,1.57,Loamy,Granite,Unconfined,7.83
Medak,1200.92,17.02,1.87,Red Sandy,Granite,Confined,20.64
Medak,1250.24,17.18,3.62,Red Sandy,Quartzite,Unconfined,22.33
Nizamabad,1084.9,8.48,4.31,Red Sandy,Schist,Semi-confined,14.62
Karimnagar,1220.57,7.04,3.47,Loamy,Schist,Semi-confined,11.72
Adilabad,1132.34,3.47,4.12,Laterite,Schist,Confined,8.67
Warangal,1756.58,6.63,4.04,Loamy,Granite,Confined,13.37
Medak,1186.4,14.44,3.69,Loamy,Schist,Confined,20.1
Nalgonda,937.68,6.91,4.73,Laterite,Granite,Confined,12.66
Adilabad,1077.59,4.51,4.0,Black Cotton,Quartzite,Confined,11.34
Nizamabad,1075.11,7.1,4.78,Red Sandy,Granite,Semi-confined,13.74
Nalgonda,1003.6,7.27,4.17,Red Sandy,Quartzite,Unconfined,12.47
Medak,1214.84,15.25,4.24,Loamy,Granite,Confined,22.35
Khammam,1618.15,7.63,3.55,Loamy,Quartzite,Semi-confined,14.16
Adilabad,1110.24,4.55,3.71,Red Sandy,Schist,Semi-confined,10.01
Rangareddy,1147.06,9.4,3.38,Black Cotton,Basalt,Confined,15.22
Adilabad,1119.2,5.59,2.32,Laterite,Schist,Confined,9.78
Nalgonda,973.56,7.16,3.76,Black Cotton,Granite,Unconfined,13.89
Khammam,1577.54,7.23,4.77,Red Sandy,Basalt,Unconfined,14.25
Nizamabad,1119.52,6.86,3.41,Laterite,Basalt,Semi-confined,12.7
Adilabad,1111.97,4.02,4.15,Black Cotton,Granite,Confined,10.81
Warangal,1755.31,9.32,3.25,Laterite,Schist,Unconfined,15.25
Khammam,1648.09,6.78,2.01,Loamy,Quartzite,Unconfined,9.87
Karimnagar,1274.6,9.08,3.26,Loamy,Schist,Unconfined,15.32
Adilabad,1111.85,4.37,1.74,Black Cotton,Quartzite,Unconfined,7.89
Medak,1216.45,16.2,1.75,Red Sandy,Quartzite,Unconfined,19.31
Medak,1213.43,15.19,3.85,Loamy,Schist,Confined,22.0
Khammam,1567.68,8.25,3.59,Laterite,Schist,Unconfined,12.96
Mahabubnagar,1189.5,6.98,4.28,Loamy,Basalt,Unconfined,14.17
Mahabubnagar,1265.18,9.1,2.93,Red Sandy,Basalt,Semi-confined,14.17
Khammam,1554.77,7.47,4.5,Laterite,Granite,Confined,13.51
Karimnagar,1269.47,6.9,3.71,Loamy,Granite,Semi-confined,12.73
Warangal,1799.73,6.9,3.99,Red Sandy,Quartzite,Unconfined,12.65
Karimnagar,1232.07,8.13,2.92,Red Sandy,Granite,Unconfined,12.99
Mahabubnagar,1249.65,8.93,1.65,Loamy,Basalt,Unconfined,11.67
Nalgonda,945.61,9.27,3.99,Red Sandy,Basalt,Confined,15.95
Mahabubnagar,1257.35,6.91,1.8,Loamy,Granite,Unconfined,10.52
Adilabad,1063.28,5.0,4.94,Black Cotton,Basalt,Confined,11.94
Rangareddy,1131.29,8.35,3.02,Red Sandy,Granite,Semi-confined,13.25
Medak,1193.65,15.71,3.57,Red Sandy,Basalt,Confined,21.77
Nizamabad,1080.18,7.11,2.58,Loamy,Schist,Semi-confined,11.92
Medak,1221.36,15.08,4.87,Loamy,Quartzite,Confined,22.44
Warangal,1817.02,7.83,3.81,Black Cotton,Basalt,Unconfined,14.22
Mahabubnagar,1228.87,8.73,4.16,Laterite,Schist,Semi-confined,15.7
Rangareddy,1141.99,7.65,4.38,Red Sandy,Granite,Semi-confined,14.16
Nizamabad,1130.25,8.42,4.28,Black Cotton,Quartzite,Confined,14.2
Rangareddy,1107.57,7.38,2.56,Black Cotton,Schist,Confined,11.34
Adilabad,1045.26,3.16,4.06,Loamy,Granite,Unconfined,9.61
Rangareddy,1069.19,9.28,3.68,Black Cotton,Granite,Confined,14.3
Karimnagar,1256.46,6.98,4.89,Laterite,Basalt,Semi-confined,13.96
Hyderabad,1213.59,8.16,2.87,Loamy,Quartzite,Unconfined,12.15
Adilabad,1065.15,5.26,3.66,Laterite,Schist,Unconfined,10.55
Rangareddy,1148.37,6.69,3.46,Black Cotton,Basalt,Unconfined,11.74
Warangal,1765.09,7.25,2.47,Red Sandy,Schist,Confined,11.44
Nalgonda,1020.56,6.8,2.78,Loamy,Schist,Unconfined,11.55
Karimnagar,1235.02,6.69,3.98,Loamy,Quartzite,Confined,12.58
Khammam,1629.07,6.84,3.46,Laterite,Quartzite,Confined,12.4
Adilabad,1049.97,3.19,2.35,Laterite,Schist,Confined,7.29
Hyderabad,1173.02,8.28,4.48,Loamy,Schist,Unconfined,15.68
Hyderabad,1155.12,9.07,2.3,Black Cotton,Schist,Semi-confined,13.63
Adilabad,1054.76,5.04,4.88,Laterite,Granite,Unconfined,12.42
Adilabad,1071.16,3.22,4.91,Loamy,Quartzite,Unconfined,10.59
Warangal,1737.04,6.85,1.56,Loamy,Basalt,Confined,10.06
Mahabubnagar,1188.62,6.91,3.28,Loamy,Basalt,Semi-confined,11.54
Nalgonda,943.87,7.14,1.87,Red Sandy,Schist,Semi-confined,11.24
Rangareddy,1116.96,9.06,2.14,Laterite,Schist,Unconfined,13.82
Medak,1215.09,15.98,4.86,Black Cotton,Granite,Semi-confined,22.01
Rangareddy,1153.15,8.51,4.96,Black Cotton,Schist,Confined,16.13
Hyderabad,1211.02,7.14,2.32,Laterite,Quartzite,Unconfined,12.07
Rangareddy,1140.62,6.82,2.74,Laterite,Granite,Semi-confined,11.62
Khammam,1606.16,8.72,1.96,Black Cotton,Granite,Unconfined,13.52
Mahabubnagar,1275.06,6.95,2.61,Black Cotton,Granite,Confined,10.59
Hyderabad,1216.72,6.57,1.63,Black Cotton,Quartzite,Unconfined,11.02
Adilabad,1043.6,3.96,4.04,Loamy,Quartzite,Semi-confined,10.89
Mahabubnagar,1278.31,8.13,4.22,Loamy,Schist,Confined,13.82
Warangal,1770.05,9.15,1.84,Red Sandy,Schist,Confined,13.37
Warangal,1768.67,6.87,1.94,Laterite,Schist,Confined,11.45
Karimnagar,1268.31,7.65,1.67,Loamy,Granite,Semi-confined,10.59
Mahabubnagar,1271.31,6.91,4.02,Laterite,Schist,Semi-confined,12.68
Nizamabad,1139.61,8.53,2.59,Loamy,Schist,Semi-confined,13.17
Nizamabad,1085.62,8.36,4.64,Laterite,Basalt,Unconfined,14.89
Warangal,1778.9,6.97,4.06,Black Cotton,Quartzite,Confined,12.9
Nalgonda,951.35,7.42,3.18,Black Cotton,Schist,Semi-confined,13.46
Medak,1159.81,15.93,2.4,Red Sandy,Basalt,Semi-confined,21.0
Mahabubnagar,1189.73,9.39,3.29,Black Cotton,Granite,Unconfined,13.72
Khammam,1581.16,8.94,4.21,Black Cotton,Granite,Semi-confined,15.3
Karimnagar,1242.15,6.41,3.94,Laterite,Quartzite,Confined,11.52
Hyderabad,1182.94,9.24,4.46,Black Cotton,Granite,Semi-confined,16.54
Hyderabad,1204.83,6.86,4.43,Black Cotton,Granite,Unconfined,13.09
Hyderabad,1233.42,8.4,2.73,Laterite,Basalt,Confined,13.8
Medak,1217.29,14.53,4.77,Laterite,Granite,Unconfined,21.33
Medak,1174.29,14.56,1.93,Laterite,Granite,Semi-confined,17.95
Adilabad,1103.47,4.81,2.0,Loamy,Schist,Unconfined,9.35
Mahabubnagar,1188.3,8.43,3.64,Loamy,Schist,Unconfined,14.15
Warangal,1741.87,9.34,3.05,Red Sandy,Schist,Semi-confined,14.52
Hyderabad,1191.89,6.6,2.37,Red Sandy,Schist,Unconfined,11.94
Rangareddy,1097.28,8.22,3.18,Laterite,Granite,Unconfined,13.83
Nizamabad,1121.67,6.5,4.07,Laterite,Granite,Unconfined,11.87
Nalgonda,977.18,9.29,3.95,Red Sandy,Granite,Semi-confined,15.22
Nalgonda,952.78,8.32,4.88,Loamy,Quartzite,Unconfined,15.54
Karimnagar,1254.98,6.48,2.69,Black Cotton,Basalt,Confined,11.69
Rangareddy,1060.41,8.08,2.97,Laterite,Granite,Semi-confined,12.92
Warangal,1735.68,6.98,3.17,Red Sandy,Basalt,Confined,12.13
Hyderabad,1171.11,7.36,3.07,Laterite,Quartzite,Confined,12.69
Karimnagar,1282.52,7.02,4.42,Loamy,Schist,Semi-confined,12.89
Adilabad,1048.66,3.37,2.72,Black Cotton,Quartzite,Confined,8.38
Hyderabad,1180.07,7.04,4.61,Loamy,Basalt,Unconfined,14.19
Nalgonda,997.18,7.37,2.26,Red Sandy,Schist,Semi-confined,11.18
Khammam,1572.08,9.1,2.67,Loamy,Schist,Confined,12.83
Hyderabad,1197.45,9.34,2.91,Red Sandy,Granite,Confined,14.55
Rangareddy,1131.44,7.34,3.39,Black Cotton,Schist,Unconfined,12.75
Medak,1194.67,14.74,1.62,Red Sandy,Schist,Semi-confined,19.25
Nizamabad,1125.1,7.08,1.6,Laterite,Quartzite,Unconfined,9.77
Khammam,1564.55,6.61,2.56,Laterite,Granite,Semi-confined,10.28
Khammam,1570.65,9.22,3.29,Red Sandy,Schist,Confined,14.56
Mahabubnagar,1255.92,8.33,3.97,Loamy,Basalt,Semi-confined,13.93
Nalgonda,958.28,7.46,4.12,Red Sandy,Schist,Unconfined,12.69
Adilabad,1108.1,3.4,3.89,Laterite,Quartzite,Semi-confined,10.25
Nalgonda,1028.37,7.49,3.9,Red Sandy,Schist,Confined,14.15
Rangareddy,1149.11,8.42,3.91,Laterite,Basalt,Confined,14.15
Khammam,1610.05,7.69,4.06,Laterite,Basalt,Semi-confined,13.54
Karimnagar,1298.04,6.87,4.9,Black Cotton,Quartzite,Confined,13.66
Mahabubnagar,1240.34,9.38,4.54,Loamy,Basalt,Confined,14.97
Hyderabad,1164.94,9.15,4.1,Red Sandy,Schist,Semi-confined,16.03
Karimnagar,1271.99,9.12,2.68,Laterite,Basalt,Confined,14.31
Nalgonda,949.22,7.19,4.75,Red Sandy,Granite,Unconfined,13.47
Nalgonda,936.23,7.49,2.91,Loamy,Schist,Confined,13.29
Mahabubnagar,1187.71,8.46,2.01,Black Cotton,Quartzite,Confined,12.34
Hyderabad,1157.05,8.99,1.68,Red Sandy,Granite,Confined,13.63
Nalgonda,966.51,9.36,2.33,Red Sandy,Schist,Unconfined,14.35
Mahabubnagar,1183.31,7.89,4.73,Loamy,Quartzite,Semi-confined,13.94
Adilabad,1102.85,5.08,3.78,Red Sandy,Quartzite,Confined,11.28
Rangareddy,1132.42,8.7,2.85,Loamy,Granite,Confined,13.77
Warangal,1811.52,6.86,4.38,Laterite,Quartzite,Semi-confined,12.44
Rangareddy,1131.38,8.52,4.59,Laterite,Quartzite,Semi-confined,15.4
Khammam,1555.94,6.46,2.26,Loamy,Schist,Unconfined,10.5
Nalgonda,981.5,8.96,3.45,Loamy,Basalt,Unconfined,13.94
Nalgonda,998.44,8.16,4.45,Laterite,Granite,Unconfined,15.36
Hyderabad,1189.78,8.74,2.96,Red Sandy,Quartzite,Unconfined,13.59
Medak,1238.79,15.62,4.0,Laterite,Granite,Unconfined,21.74
Medak,1225.9,16.27,2.49,Laterite,Basalt,Semi-confined,20.19
Nalgonda,998.14,8.32,1.81,Laterite,Quartzite,Semi-confined,12.22
Warangal,1732.49,8.36,2.72,Black Cotton,Basalt,Semi-confined,13.24
Adilabad,1054.55,4.11,4.92,Black Cotton,Schist,Unconfined,11.05
Medak,1247.38,15.38,4.37,Laterite,Basalt,Unconfined,22.15
Hyderabad,1200.11,8.36,3.24,Black Cotton,Granite,Confined,14.23
Mahabubnagar,1180.45,8.35,4.13,Loamy,Granite,Unconfined,14.71
Karimnagar,1244.06,8.49,3.07,Loamy,Schist,Confined,13.85
Adilabad,1045.36,2.73,4.27,Laterite,Basalt,Unconfined,8.6
Nalgonda,992.41,6.63,1.8,Red Sandy,Schist,Semi-confined,9.83
Medak,1247.47,16.33,3.49,Red Sandy,Basalt,Unconfined,22.57
Nalgonda,946.14,8.67,2.37,Loamy,Basalt,Unconfined,13.05
Rangareddy,1129.23,8.56,2.26,Loamy,Schist,Confined,12.5
Mahabubnagar,1250.11,6.99,4.23,Red Sandy,Basalt,Unconfined,13.98
Hyderabad,1230.86,9.23,2.03,Loamy,Quartzite,Confined,13.51
Warangal,1828.86,7.29,2.51,Red Sandy,Schist,Unconfined,11.87
Hyderabad,1243.45,8.27,3.94,Black Cotton,Basalt,Semi-confined,14.25
Warangal,1801.97,9.09,3.58,Loamy,Quartzite,Confined,14.24
Karimnagar,1231.14,8.7,3.64,Red Sandy,Granite,Unconfined,14.02
Hyderabad,1181.69,8.46,1.61,Black Cotton,Quartzite,Semi-confined,11.42
Adilabad,1099.59,3.85,2.36,Black Cotton,Basalt,Confined,7.86
Mahabubnagar,1267.44,6.97,4.75,Black Cotton,Schist,Semi-confined,14.03
Rangareddy,1060.26,7.68,4.77,Loamy,Schist,Semi-confined,15.39
Medak,1237.33,16.8,2.92,Red Sandy,Schist,Unconfined,21.74
Nalgonda,950.84,7.42,2.24,Black Cotton,Basalt,Semi-confined,12.0
Warangal,1821.77,9.06,1.79,Black Cotton,Basalt,Confined,12.43
Mahabubnagar,1214.37,9.31,3.06,Loamy,Basalt,Semi-confined,13.42
Warangal,1802.07,6.92,4.3,Loamy,Basalt,Confined,12.83
Hyderabad,1158.31,8.15,1.51,Red Sandy,Basalt,Unconfined,10.81
Khammam,1575.13,7.29,2.83,Red Sandy,Quartzite,Unconfined,12.84
Rangareddy,1122.86,7.54,3.69,Loamy,Quartzite,Unconfined,13.14
Adilabad,1126.31,5.51,3.48,Laterite,Granite,Unconfined,10.81
Hyderabad,1233.28,6.43,2.97,Black Cotton,Basalt,Unconfined,11.89
Karimnagar,1283.04,9.03,1.53,Laterite,Basalt,Confined,12.47
Khammam,1568.83,8.49,3.82,Black Cotton,Basalt,Unconfined,14.72
Adilabad,1042.46,4.63,2.23,Laterite,Basalt,Semi-confined,9.11
Hyderabad,1199.17,8.25,4.52,Loamy,Basalt,Unconfined,15.05
Mahabubnagar,1204.72,8.4,4.95,Loamy,Basalt,Unconfined,15.03
Khammam,1625.06,8.67,4.96,Loamy,Quartzite,Unconfined,15.72
Warangal,1736.75,9.31,4.06,Black Cotton,Granite,Unconfined,15.58
Hyderabad,1186.56,8.94,4.17,Red Sandy,Schist,Unconfined,14.99
Medak,1173.91,14.62,3.94,Red Sandy,Schist,Confined,21.32
Hyderabad,1241.94,8.46,3.73,Black Cotton,Basalt,Unconfined,13.84
Mahabubnagar,1253.8,7.1,4.21,Red Sandy,Granite,Unconfined,13.13
Karimnagar,1274.84,9.2,2.83,Loamy,Granite,Unconfined,14.47
Nalgonda,988.23,7.99,3.12,Loamy,Granite,Semi-confined,12.74
Khammam,1615.8,8.79,2.58,Black Cotton,Schist,Confined,12.58
Karimnagar,1230.89,7.35,4.89,Laterite,Schist,Confined,14.56
Hyderabad,1219.95,7.57,1.94,Red Sandy,Granite,Unconfined,11.58
Medak,1174.75,15.75,3.39,Black Cotton,Schist,Confined,20.7
Karimnagar,1278.13,7.75,2.84,Black Cotton,Granite,Unconfined,12.51
Hyderabad,1161.86,6.86,1.52,Black Cotton,Basalt,Unconfined,10.68
Adilabad,1114.23,3.56,2.75,Loamy,Granite,Unconfined,8.78
Medak,1185.83,17.33,2.5,Laterite,Schist,Unconfined,22.12
Karimnagar,1263.37,8.78,3.37,Loamy,Quartzite,Semi-confined,13.38
Rangareddy,1092.86,6.41,3.9,Laterite,Schist,Semi-confined,13.31
Medak,1198.06,15.91,2.08,Loamy,Schist,Unconfined,19.16
Rangareddy,1079.81,6.78,4.91,Red Sandy,Schist,Confined,13.22
Khammam,1590.98,8.16,4.44,Black Cotton,Granite,Semi-confined,14.18
Hyderabad,1215.68,8.0,4.87,Black Cotton,Basalt,Unconfined,14.69
Adilabad,1060.91,5.47,2.11,Loamy,Quartzite,Unconfined,9.74
Nalgonda,1014.84,6.48,4.62,Red Sandy,Quartzite,Confined,12.19
Hyderabad,1144.58,7.02,3.7,Loamy,Quartzite,Semi-confined,13.35
Mahabubnagar,1193.04,7.06,3.73,Laterite,Schist,Confined,11.87
Karimnagar,1280.1,6.52,2.58,Laterite,Basalt,Unconfined,10.71
Adilabad,1127.82,2.93,3.12,Black Cotton,Basalt,Confined,7.35
Mahabubnagar,1277.01,6.42,2.87,Loamy,Granite,Semi-confined,11.36
Warangal,1740.76,6.62,3.73,Black Cotton,Schist,Unconfined,12.1
Adilabad,1095.17,3.39,4.89,Laterite,Quartzite,Semi-confined,10.35
Khammam,1643.71,9.15,2.05,Loamy,Granite,Confined,13.42
Medak,1220.99,17.02,4.18,Red Sandy,Quartzite,Semi-confined,23.49
Khammam,1597.41,6.64,2.62,Loamy,Schist,Unconfined,11.17
Mahabubnagar,1228.44,7.15,4.27,Loamy,Quartzite,Confined,14.18
Nizamabad,1133.24,8.46,2.74,Red Sandy,Quartzite,Unconfined,13.89
Nalgonda,977.0,6.69,1.91,Red Sandy,Granite,Unconfined,11.2
Rangareddy,1069.44,9.3,4.18,Loamy,Granite,Confined,14.77
Hyderabad,1176.8,7.27,4.58,Loamy,Basalt,Unconfined,13.51
Khammam,1592.58,7.87,4.76,Red Sandy,Basalt,Semi-confined,14.3
Rangareddy,1064.23,6.42,4.7,Laterite,Quartzite,Semi-confined,12.41
Hyderabad,1212.65,7.72,4.78,Laterite,Quartzite,Unconfined,15.02
Khammam,1594.17,7.41,3.15,Black Cotton,Schist,Confined,12.58
Karimnagar,1250.33,9.1,2.95,Laterite,Schist,Unconfined,14.91
Khammam,1632.28,6.9,4.06,Black Cotton,Basalt,Unconfined,12.35
Warangal,1813.33,9.27,3.14,Loamy,Schist,Unconfined,13.42
Warangal,1826.58,8.93,4.86,Laterite,Granite,Confined,15.2
Rangareddy,1095.09,8.05,2.76,Loamy,Quartzite,Semi-confined,13.21
Rangareddy,1074.04,7.49,4.26,Black Cotton,Granite,Confined,14.27
Mahabubnagar,1187.8,9.4,3.34,Laterite,Basalt,Unconfined,14.7
Karimnagar,1280.46,6.85,4.5,Laterite,Basalt,Unconfined,14.3
Adilabad,1107.38,2.63,3.84,Loamy,Schist,Confined,7.51
Rangareddy,1117.3,8.41,1.56,Laterite,Quartzite,Unconfined,12.45
Karimnagar,1200.2,6.65,2.35,Laterite,Granite,Unconfined,10.21
Karimnagar,1231.29,8.19,1.61,Red Sandy,Granite,Unconfined,10.92
Nizamabad,1086.16,7.04,4.47,Red Sandy,Quartzite,Confined,12.62
Khammam,1576.3,8.67,3.51,Laterite,Quartzite,Confined,13.53
Medak,1226.41,14.61,2.69,Laterite,Granite,Confined,18.83
Karimnagar,1220.83,8.56,2.15,Loamy,Granite,Confined,12.37
Rangareddy,1117.13,8.84,4.23,Red Sandy,Basalt,Confined,15.5
Nizamabad,1100.71,9.31,3.15,Red Sandy,Granite,Unconfined,14.59
Rangareddy,1104.57,8.51,2.03,Laterite,Granite,Confined,12.91
Rangareddy,1078.65,8.43,1.51,Loamy,Quartzite,Unconfined,12.79
Mahabubnagar,1269.21,9.1,2.94,Laterite,Basalt,Unconfined,13.78
Warangal,1813.58,7.18,3.18,Laterite,Basalt,Semi-confined,12.74
Medak,1253.52,16.62,2.38,Black Cotton,Schist,Unconfined,21.35
Mahabubnagar,1186.42,6.74,3.01,Red Sandy,Schist,Semi-confined,12.74
Rangareddy,1104.54,7.64,3.14,Laterite,Quartzite,Semi-confined,11.93
Warangal,1748.16,9.36,2.92,Loamy,Granite,Semi-confined,13.45
Hyderabad,1153.0,6.54,4.47,Black Cotton,Schist,Unconfined,13.05
Karimnagar,1279.01,9.2,3.63,Laterite,Quartzite,Semi-confined,14.54
Warangal,1746.55,7.07,3.9,Laterite,Quartzite,Confined,13.93
Rangareddy,1111.92,7.1,3.74,Loamy,Granite,Unconfined,12.79
Warangal,1778.82,7.47,1.78,Loamy,Granite,Confined,10.51
Nalgonda,946.95,7.54,4.37,Red Sandy,Granite,Confined,13.26
Rangareddy,1099.07,8.05,4.39,Black Cotton,Schist,Semi-confined,13.72
Adilabad,1117.75,5.0,2.87,Red Sandy,Schist,Unconfined,9.19
Adilabad,1050.37,4.88,2.6,Black Cotton,Quartzite,Confined,9.98
Nalgonda,986.11,7.69,4.28,Loamy,Quartzite,Confined,13.99
Hyderabad,1243.66,8.2,4.78,Laterite,Basalt,Semi-confined,15.57
Rangareddy,1100.14,8.36,4.11,Red Sandy,Quartzite,Unconfined,13.93
Mahabubnagar,1247.59,8.27,2.43,Loamy,Granite,Confined,12.93
Khammam,1645.24,7.95,4.39,Black Cotton,Schist,Unconfined,13.99
Nizamabad,1158.9,8.91,1.72,Red Sandy,Basalt,Unconfined,11.89
Medak,1206.24,16.77,3.93,Black Cotton,Granite,Confined,22.11
Adilabad,1082.65,4.92,1.76,Loamy,Basalt,Unconfined,8.7
Mahabubnagar,1265.8,6.73,3.26,Red Sandy,Quartzite,Semi-confined,11.77
Khammam,1623.7,8.28,2.56,Laterite,Basalt,Unconfined,12.31
Nizamabad,1133.76,6.76,3.59,Black Cotton,Schist,Confined,13.19
Warangal,1788.67,7.31,3.31,Loamy,Granite,Semi-confined,12.51
Khammam,1555.78,9.25,3.19,Loamy,Granite,Semi-confined,14.03
Hyderabad,1186.54,7.08,2.12,Red Sandy,Quartzite,Semi-confined,12.09
Rangareddy,1144.78,7.34,2.87,Black Cotton,Granite,Confined,11.27
Medak,1201.52,15.16,4.27,Loamy,Granite,Unconfined,20.65
Khammam,1571.75,7.65,2.9,Loamy,Quartzite,Confined,12.53
Warangal,1794.66,7.08,3.07,Loamy,Granite,Confined,12.84
Adilabad,1048.98,4.04,3.31,Laterite,Quartzite,Unconfined,9.87
Mahabubnagar,1218.59,6.73,3.11,Black Cotton,Basalt,Confined,12.7
Khammam,1608.62,7.57,3.33,Red Sandy,Schist,Unconfined,13.5
Rangareddy,1119.46,9.33,4.2,Red Sandy,Schist,Confined,16.02
Adilabad,1081.49,5.4,4.31,Black Cotton,Basalt,Unconfined,12.63
Mahabubnagar,1247.09,8.04,4.18,Laterite,Basalt,Semi-confined,14.22
Nizamabad,1110.98,6.79,2.09,Black Cotton,Schist,Confined,10.76
Rangareddy,1101.23,7.5,2.52,Red Sandy,Quartzite,Unconfined,11.58
Khammam,1620.08,7.89,4.81,Black Cotton,Granite,Confined,15.39
Adilabad,1136.15,4.88,4.2,Laterite,Basalt,Semi-confined,10.75
Mahabubnagar,1181.96,9.32,2.72,Laterite,Granite,Semi-confined,15.0
Nalgonda,991.04,6.7,3.71,Red Sandy,Quartzite,Unconfined,13.1
Medak,1186.94,16.61,2.16,Loamy,Schist,Confined,21.42
Nizamabad,1160.26,6.45,2.76,Black Cotton,Quartzite,Semi-confined,10.24
Rangareddy,1131.0,6.51,4.07,Black Cotton,Granite,Semi-confined,11.68
Rangareddy,1089.56,8.65,1.8,Laterite,Basalt,Unconfined,13.45
Karimnagar,1275.19,8.35,1.91,Red Sandy,Basalt,Confined,11.31
Rangareddy,1085.7,6.8,3.81,Red Sandy,Basalt,Unconfined,11.7
Adilabad,1109.16,3.51,3.65,Red Sandy,Quartzite,Confined,9.23
Medak,1234.32,17.04,2.68,Red Sandy,Granite,Confined,21.77
Adilabad,1047.9,5.34,2.44,Laterite,Granite,Semi-confined,10.71
Adilabad,1076.21,5.55,4.71,Loamy,Schist,Confined,12.64
Warangal,1756.42,7.99,2.99,Laterite,Quartzite,Semi-confined,12.44
Warangal,1750.61,8.23,4.76,Black Cotton,Granite,Confined,14.67
Nalgonda,989.04,7.91,3.88,Red Sandy,Granite,Semi-confined,14.0
Karimnagar,1286.04,7.64,2.23,Laterite,Basalt,Semi-confined,11.05
Karimnagar,1262.68,9.29,4.09,Red Sandy,Quartzite,Semi-confined,14.91
Rangareddy,1139.91,7.51,2.33,Red Sandy,Granite,Semi-confined,12.41
Medak,1244.73,15.67,4.6,Red Sandy,Schist,Semi-confined,22.97
Karimnagar,1211.7,8.98,2.46,Loamy,Basalt,Confined,13.85
Hyderabad,1224.85,7.83,3.81,Laterite,Schist,Confined,12.89
Medak,1171.1,17.19,4.44,Loamy,Granite,Confined,22.87
Medak,1179.5,15.11,1.71,Red Sandy,Schist,Semi-confined,19.03
Hyderabad,1178.46,8.59,1.58,Loamy,Basalt,Semi-confined,12.41
Mahabubnagar,1268.83,7.82,3.04,Red Sandy,Granite,Confined,12.62
Warangal,1749.54,8.05,2.3,Black Cotton,Granite,Unconfined,13.29
